// Déplacements de l'unité terrestre 1 sur un horizon temporel (x_1^t, y_1^t) 

// Déplacements de l'unité terrestre 5 sur un horizon temporel (x_5^t, y_5^t) 
(150.0,300.0), (300.0,450.0), (450.0,600.0), (600.0,750.0), (450.0,750.0), (300.0,600.0), (300.0,750.0), (450.0,750.0), (300.0,750.0), (300.0,600.0), (450.0,750.0), (300.0,750.0), (150.0,750.0), (300.0,600.0), (300.0,450.0), (300.0,600.0), (150.0,450.0), (300.0,600.0), (150.0,450.0), (150.0,600.0), (300.0,450.0), (150.0,300.0), (300.0,150.0), (450.0,300.0), (300.0,150.0), (300.0,300.0), (150.0,300.0), (150.0,150.0), (150.0,300.0), (300.0,450.0), (450.0,600.0), (300.0,750.0), (300.0,600.0), (450.0,600.0), (300.0,600.0), (450.0,600.0), (600.0,750.0), (750.0,750.0), (750.0,600.0), (750.0,450.0), (750.0,300.0), (600.0,150.0), (600.0,300.0), (600.0,450.0), (750.0,600.0), (750.0,450.0), (600.0,600.0), (750.0,450.0), (750.0,300.0), (600.0,300.0), (750.0,450.0), (600.0,600.0), (450.0,750.0), (600.0,750.0), (750.0,600.0), (750.0,450.0), (600.0,600.0), (450.0,750.0), (600.0,600.0), (450.0,750.0), (450.0,600.0), (600.0,600.0), (450.0,750.0), (450.0,600.0), (600.0,450.0), (450.0,450.0), (300.0,450.0), (300.0,300.0), (150.0,450.0), (300.0,450.0), (300.0,300.0), (300.0,150.0), (150.0,300.0), (150.0,450.0), (300.0,600.0), (450.0,600.0), (450.0,750.0), (600.0,750.0), (600.0,600.0), (750.0,750.0), (750.0,600.0), (750.0,450.0), (600.0,300.0), (450.0,300.0), (300.0,450.0), (150.0,600.0), (150.0,450.0), (150.0,600.0), (300.0,750.0), (150.0,750.0), (150.0,600.0), (300.0,750.0), (450.0,600.0), (600.0,750.0), (750.0,600.0), (600.0,750.0), (750.0,600.0), (600.0,450.0), (750.0,450.0), (600.0,300.0)

// Déplacements de l'unité terrestre 6 sur un horizon temporel (x_6^t, y_6^t) 
(150.0,600.0), (150.0,750.0), (300.0,600.0), (150.0,450.0), (300.0,450.0), (450.0,600.0), (600.0,750.0), (450.0,750.0), (300.0,600.0), (300.0,750.0), (450.0,750.0), (300.0,750.0), (150.0,600.0), (150.0,450.0), (150.0,600.0), (300.0,750.0), (150.0,750.0), (300.0,750.0), (450.0,750.0), (300.0,600.0), (300.0,450.0), (450.0,300.0), (300.0,300.0), (450.0,450.0), (600.0,450.0), (450.0,450.0), (450.0,300.0), (300.0,450.0), (450.0,300.0), (300.0,300.0), (150.0,450.0), (300.0,600.0), (450.0,450.0), (600.0,600.0), (600.0,750.0), (600.0,600.0), (450.0,750.0), (600.0,600.0), (450.0,750.0), (600.0,750.0), (750.0,750.0), (750.0,600.0), (600.0,750.0), (450.0,750.0), (300.0,600.0), (300.0,750.0), (300.0,600.0), (150.0,600.0), (150.0,450.0), (300.0,300.0), (150.0,150.0), (300.0,300.0), (300.0,450.0), (450.0,300.0), (600.0,300.0), (750.0,450.0), (750.0,600.0), (600.0,600.0), (450.0,450.0), (600.0,300.0), (600.0,450.0), (450.0,300.0), (300.0,450.0), (150.0,300.0), (300.0,450.0), (150.0,600.0), (300.0,450.0), (150.0,450.0), (150.0,300.0), (150.0,150.0), (300.0,300.0), (300.0,150.0), (300.0,300.0), (450.0,300.0), (600.0,150.0), (750.0,300.0), (750.0,150.0), (600.0,300.0), (750.0,150.0), (750.0,300.0), (750.0,450.0), (750.0,300.0), (750.0,450.0), (750.0,300.0), (750.0,450.0), (600.0,450.0), (750.0,300.0), (600.0,150.0), (750.0,300.0), (750.0,450.0), (750.0,600.0), (750.0,450.0), (600.0,600.0), (600.0,450.0), (750.0,300.0), (750.0,450.0), (600.0,600.0), (450.0,450.0), (600.0,600.0), (750.0,750.0)

// Déplacements de l'unité terrestre 7 sur un horizon temporel (x_7^t, y_7^t) 
(450.0,600.0), (300.0,450.0), (300.0,300.0), (300.0,150.0), (300.0,300.0), (300.0,450.0), (450.0,300.0), (450.0,450.0), (300.0,600.0), (450.0,750.0), (600.0,600.0), (450.0,450.0), (450.0,600.0), (300.0,750.0), (150.0,750.0), (150.0,600.0), (300.0,450.0), (450.0,600.0), (300.0,600.0), (300.0,450.0), (150.0,450.0), (300.0,450.0), (300.0,600.0), (450.0,450.0), (300.0,300.0), (450.0,450.0), (300.0,600.0), (150.0,450.0), (150.0,600.0), (150.0,450.0), (300.0,300.0), (450.0,300.0), (450.0,150.0), (300.0,300.0), (300.0,450.0), (450.0,600.0), (300.0,450.0), (150.0,600.0), (300.0,450.0), (300.0,600.0), (150.0,750.0), (300.0,750.0), (300.0,600.0), (150.0,450.0), (300.0,600.0), (150.0,600.0), (300.0,450.0), (150.0,300.0), (300.0,150.0), (300.0,300.0), (300.0,450.0), (450.0,450.0), (300.0,300.0), (150.0,150.0), (300.0,150.0), (450.0,300.0), (450.0,450.0), (450.0,600.0), (600.0,750.0), (750.0,600.0), (600.0,600.0), (450.0,750.0), (300.0,750.0), (150.0,750.0), (300.0,600.0), (150.0,750.0), (300.0,600.0), (300.0,450.0), (450.0,450.0), (600.0,600.0), (750.0,750.0), (600.0,750.0), (450.0,600.0), (300.0,450.0), (300.0,300.0), (300.0,150.0), (150.0,150.0), (300.0,150.0), (450.0,300.0), (600.0,300.0), (750.0,150.0), (600.0,300.0), (450.0,150.0), (300.0,300.0), (450.0,300.0), (300.0,450.0), (150.0,300.0), (300.0,450.0), (150.0,600.0), (300.0,750.0), (300.0,600.0), (150.0,600.0), (150.0,450.0), (300.0,450.0), (300.0,300.0), (450.0,450.0), (600.0,600.0), (600.0,750.0), (750.0,600.0), (600.0,600.0)

// Déplacements de l'unité terrestre 8 sur un horizon temporel (x_8^t, y_8^t) 
(300.0,450.0), (150.0,600.0), (300.0,750.0), (450.0,600.0), (600.0,600.0), (600.0,750.0), (750.0,600.0), (750.0,450.0), (600.0,300.0), (450.0,300.0), (300.0,300.0), (150.0,300.0), (300.0,300.0), (300.0,450.0), (150.0,450.0), (300.0,300.0), (150.0,300.0), (300.0,450.0), (150.0,450.0), (150.0,300.0), (150.0,150.0), (300.0,150.0), (300.0,300.0), (300.0,150.0), (150.0,150.0), (150.0,300.0), (300.0,150.0), (150.0,150.0), (150.0,300.0), (300.0,450.0), (150.0,300.0), (300.0,150.0), (300.0,300.0), (450.0,300.0), (450.0,450.0), (450.0,600.0), (300.0,600.0), (150.0,450.0), (300.0,450.0), (300.0,600.0), (450.0,750.0), (300.0,600.0), (300.0,750.0), (150.0,600.0), (300.0,450.0), (150.0,600.0), (300.0,450.0), (450.0,450.0), (300.0,600.0), (300.0,750.0), (300.0,600.0), (450.0,750.0), (300.0,600.0), (150.0,750.0), (300.0,750.0), (300.0,600.0), (450.0,750.0), (300.0,750.0), (450.0,750.0), (300.0,750.0), (150.0,750.0), (300.0,750.0), (300.0,600.0), (150.0,450.0), (300.0,600.0), (300.0,450.0), (150.0,300.0), (300.0,150.0), (150.0,300.0), (150.0,150.0), (150.0,300.0), (300.0,300.0), (150.0,150.0), (150.0,300.0), (150.0,150.0), (300.0,150.0), (450.0,150.0), (450.0,300.0), (300.0,150.0), (450.0,300.0), (450.0,150.0), (300.0,150.0), (450.0,150.0), (300.0,300.0), (300.0,450.0), (150.0,600.0), (300.0,750.0), (450.0,600.0), (600.0,450.0), (450.0,450.0), (600.0,600.0), (750.0,450.0), (600.0,600.0), (450.0,750.0), (300.0,600.0), (300.0,450.0), (450.0,600.0), (600.0,600.0), (750.0,450.0), (600.0,300.0)

// Déplacements de l'unité terrestre 9 sur un horizon temporel (x_9^t, y_9^t) 
(150.0,750.0), (300.0,750.0), (450.0,750.0), (450.0,600.0), (450.0,750.0), (450.0,600.0), (300.0,450.0), (300.0,300.0), (450.0,300.0), (600.0,300.0), (450.0,150.0), (300.0,300.0), (150.0,150.0), (150.0,300.0), (150.0,450.0), (300.0,450.0), (150.0,450.0), (150.0,600.0), (150.0,750.0), (150.0,600.0), (150.0,450.0), (150.0,600.0), (150.0,450.0), (150.0,300.0), (300.0,150.0), (150.0,150.0), (150.0,300.0), (300.0,300.0), (300.0,450.0), (300.0,300.0), (450.0,450.0), (300.0,300.0), (150.0,300.0), (300.0,300.0), (150.0,450.0), (150.0,300.0), (150.0,150.0), (300.0,300.0), (300.0,450.0), (450.0,300.0), (600.0,300.0), (750.0,300.0), (750.0,450.0), (750.0,600.0), (750.0,750.0), (600.0,750.0), (450.0,750.0), (300.0,750.0), (450.0,750.0), (300.0,750.0), (150.0,600.0), (300.0,600.0), (450.0,600.0), (450.0,450.0), (450.0,600.0), (600.0,450.0), (450.0,450.0), (300.0,450.0), (150.0,300.0), (150.0,450.0), (300.0,300.0), (450.0,300.0), (300.0,300.0), (300.0,450.0), (450.0,450.0), (600.0,600.0), (750.0,450.0), (600.0,300.0), (750.0,150.0), (750.0,300.0), (600.0,300.0), (450.0,450.0), (600.0,300.0), (600.0,450.0), (750.0,300.0), (600.0,300.0), (600.0,450.0), (600.0,300.0), (600.0,150.0), (450.0,300.0), (600.0,300.0), (600.0,450.0), (750.0,450.0), (750.0,600.0), (600.0,600.0), (750.0,600.0), (600.0,600.0), (450.0,450.0), (300.0,600.0), (450.0,600.0), (300.0,750.0), (150.0,750.0), (300.0,600.0), (450.0,750.0), (450.0,600.0), (600.0,450.0), (600.0,300.0), (450.0,450.0), (300.0,300.0), (450.0,450.0)

// Déplacements de l'unité terrestre 10 sur un horizon temporel (x_10^t, y_10^t) 
(150.0,300.0), (300.0,300.0), (450.0,300.0), (600.0,150.0), (450.0,300.0), (450.0,450.0), (300.0,300.0), (150.0,300.0), (150.0,450.0), (300.0,450.0), (150.0,450.0), (300.0,600.0), (150.0,600.0), (300.0,450.0), (150.0,600.0), (300.0,750.0), (150.0,750.0), (300.0,750.0), (450.0,750.0), (300.0,750.0), (450.0,750.0), (300.0,600.0), (450.0,750.0), (600.0,750.0), (750.0,750.0), (600.0,750.0), (750.0,600.0), (600.0,750.0), (450.0,750.0), (600.0,750.0), (450.0,600.0), (600.0,750.0), (450.0,600.0), (450.0,750.0), (300.0,600.0), (150.0,750.0), (150.0,600.0), (300.0,600.0), (150.0,450.0), (300.0,600.0), (300.0,750.0), (450.0,750.0), (600.0,600.0), (750.0,450.0), (600.0,450.0), (450.0,600.0), (450.0,450.0), (300.0,300.0), (150.0,150.0), (150.0,300.0), (300.0,300.0), (150.0,300.0), (150.0,150.0), (300.0,150.0), (450.0,150.0), (300.0,300.0), (150.0,150.0), (150.0,300.0), (150.0,450.0), (300.0,450.0), (450.0,300.0), (300.0,150.0), (150.0,300.0), (150.0,150.0), (300.0,300.0), (150.0,150.0), (300.0,150.0), (450.0,300.0), (450.0,450.0), (600.0,600.0), (450.0,600.0), (450.0,750.0), (450.0,600.0), (600.0,600.0), (450.0,600.0), (600.0,750.0), (450.0,600.0), (300.0,600.0), (300.0,450.0), (150.0,450.0), (300.0,450.0), (150.0,450.0), (300.0,600.0), (150.0,750.0), (300.0,600.0), (150.0,750.0), (150.0,600.0), (300.0,750.0), (450.0,600.0), (600.0,600.0), (600.0,450.0), (450.0,300.0), (600.0,300.0), (600.0,450.0), (600.0,600.0), (450.0,450.0), (600.0,450.0), (750.0,600.0), (600.0,600.0), (450.0,450.0)

